line_number,cleaned_text
1,"$1,733"
2,"$1,872"
3,"$1,911"
4,"$1,950"
5,"$2,123"
6,"$2,203"
7,"$2,447"
8,"$1,572"
9,"$2,447"
10,"$$1,877"
11,"$1,762"
12,"$2,729"
13,"$$1,729"
14,"$1,572"
15,"$$1,911"
16,"$2,277"
17,"$2,134"
18,"$2,826"
19,The
20,Sep4
21,"$1,729"
22,$IN
23,"$$1,11"
24,"$$1,877"
25,"$2,123"
26,"$$1,762"
27,"$2,826"
28,Fr
29,Seps
30,"$1,775"
31,"$2,846"
32,"$2,290"
33,"$2,483"
34,"$3,259"
35,"$2,612"
36,"$1,733"
37,"$18,618"
38,"$1,997"
39,"$1,950"
40,"$2,134"
41,"$2,770"
42,Mon
43,Sep2e
