line_number,cleaned_text
1,Sun
2,Aug24
3,"$2,006"
4,"$1,467"
5,"$1,918"
6,"$1,467"
7,"$19,948"
8,"$1,467"
9,"$2,182"
10,Mon
11,Aug25
12,"$$1,989"
13,"$1,835"
14,"$1,765"
15,"$1,765"
16,"$1,841"
17,"$2,029"
18,"$2,029"
19,Tue
20,Aug24
21,"$1,626"
22,"$1,192"
23,"$1,688"
24,"$1,192"
25,"$1,765"
26,"$1,192"
27,"$$1,952"
28,Wed
29,Aug27
30,"$2,299"
31,"$2,087"
32,"$2,016"
33,"$2,016"
34,"$2,093"
35,"$2,262"
36,"$2,262"
37,Thu
38,Aug28
39,"$1,626"
40,"$1,192"
41,"$2,057"
42,"$1,192"
43,"$2,134"
44,"$1,192"
45,"$21,938"
46,Fri
47,Aug29
48,"$1,818"
49,"$1,962"
50,"$2,057"
51,"$1,943"
52,"$2,134"
53,"$2,198"
54,"$2,321"
55,Sat
56,Aug30
57,"$1,962"
58,"$2,093"
59,"$1,943"
60,"$2,169"
61,"$2,198"
62,"$2,357"
63,Sun
64,Aug31
65,Mon
66,Sep
67,Tue
68,Sep2
69,Wed
70,Sep3
71,Thu
72,Sep4
73,Fri
74,Sep5
75,Sat
76,Sep6
