line_number,cleaned_text
1,Sun
2,Aug31
3,"$$2,968"
4,"$2,044"
5,"$2,984"
6,"$2,044"
7,"$3,127"
8,"$2,612"
9,"$34,971"
10,Mon
11,Sep1
12,"$1,402"
13,"$1,856"
14,"$1,572"
15,"$1,574"
16,"$2,855"
17,"$2,173"
18,"$1,953"
19,Tue
20,Sep2
21,"$1,572"
22,"$1,415"
23,"$1,572"
24,"$1,415"
25,"$2,306"
26,"$2,070"
27,"$2,479"
28,Wed
29,Sep3
30,"$1,572"
31,"$1,729"
32,"$1,572"
33,"$1,729"
34,"$2,403"
35,"$1,775"
36,"$1,771"
37,Thu
38,Sep4
39,"$1,729"
40,"$1,415"
41,"$1,907"
42,"$1,415"
43,"$2,403"
44,"$1,775"
45,"$17,741"
46,"$1,775"
47,"$1,775"
48,"$2,189"
49,"$1,775"
50,"$2,189"
51,"$1,821"
52,"$1,817"
53,Sat
54,Sep6
55,"$1,402"
56,"$1,775"
57,"$1,618"
58,"$1,574"
59,"$2,347"
60,"$1,821"
61,"$1,817"
