line_number,cleaned_text
1,Sur
2,Sep14
3,"$1,918"
4,"$1,858"
5,"$$2,301"
6,"$1,858"
7,"$$2,301"
8,"$24,443"
9,Mar
10,Sep15
11,"$1,402"
12,"$1,787"
13,"$2,288"
14,"$1,574"
15,"$2,306"
16,"Agg,dag"
17,Tue
18,Sep14
19,"$1,918"
20,"$1,787"
21,"$2,272"
22,"$1,787"
23,"$2,301"
24,"$2,318"
25,"$2,314"
26,Wed
27,Sep17
28,"$1,918"
29,"$1,644"
30,"$2,301"
31,"$1,644"
32,"$2,301"
33,"$2,059"
34,"APZ,225"
35,Thu
36,Sep18
37,"$2,021"
38,"$1,858"
39,Fri
40,Sep1
41,"$2,164"
42,"$2,173"
43,"$1,953"
44,"$1,957"
45,"$82,218"
46,"$1,999"
47,Sat
48,Sep20
49,AGLATe
50,"$2,035"
51,"$2,288"
52,"$1,574"
53,BPZ3RS
54,"$2,235"
55,"$2,261"
56,",O"
57,Sur
58,Sep21
59,Mon
60,Sep22
61,Tue
62,Sep23
63,Wed
64,Sep24
65,Thu
66,Sep25
67,Fr
68,Sep2
69,Sat
70,Sep27
