line_number,cleaned_text
1,Sun
2,Sep7
3,"$1,729"
4,"$1,343"
5,"$1,765"
6,"$1,486"
7,"$1,729"
8,"$1,547"
9,"$1,775"
10,Man
11,Sep8
12,"$1,633"
13,"$1,572"
14,"$1,765"
15,"$1,402"
16,"$1,907"
17,"$1,812"
18,"$1,806"
19,Tue
20,Sep
21,"$1,663"
22,"$1,192"
23,"$1,765"
24,"$1,272"
25,"$1,907"
26,"$1,272"
27,"$1,806"
28,Wed
29,Sep10
30,"$1,918"
31,"$1,572"
32,"$1,918"
33,"$1,715"
34,$ZI47
35,"$1,715"
36,"$1,959"
37,Thu
38,Sept
39,"$1,704"
40,"$1,200"
41,"$1,568"
42,"$1,343"
43,"$1,729"
44,"$1,343"
45,"$1,775"
46,Fri
47,Sep12
48,"$$1,957"
49,"$1,957"
50,"$1,953"
51,"$1,775"
52,"$1,775"
53,"$1,821"
54,Sat
55,Sep13
56,"$Z,03"
57,"$1,724"
58,ia
59,Zieh
60,oa
61,"$1,565"
62,"AE2,241"
63,"$1,715"
64,AGZ11
65,",O"
66,Sun
67,Sep146
68,Mon
69,Sep15
70,Tue
71,Sep16
72,Wed
73,Sep17
74,Thu
75,Sep18
76,Fri
77,Sep1e
78,Sat
79,Sep20
