line_number,cleaned_text
1,Sur
2,Sep7
3,"$$1,729"
4,"$2,213"
5,"$2,249"
6,"$2,048"
7,"$3,063"
8,"$1,905"
9,"$2,571"
10,"$1,733"
11,"$19,141"
12,"$1,911"
13,"$1,950"
14,"$2,119"
15,"$2,134"
16,"$2,571"
17,Toe
18,Sep
19,"$1,911"
20,"$19,411"
21,"$1,911"
22,"$$1,877"
23,"$2,123"
24,"$1,905"
25,"$2,438"
26,Wed
27,Sep
28,"$2,402"
29,"$2,123"
30,"$2,402"
31,"$2,277"
32,"$2,119"
33,"$2,134"
34,"$2,724"
35,Thu
36,Sen1
37,"$1,729"
38,"$1,572"
39,"$2,402"
40,"$1,905"
41,"$$1,762"
42,"$2,724"
43,Fr
44,Sep12
45,"$1,775"
46,"$1,957"
47,"$1,997"
48,"$2,825"
49,"$2,865"
50,Sat
51,Sep13
52,"$1,897"
53,"$2,426"
54,"$2,545"
55,"$2,113"
56,"$2,988"
57,"$2,134"
58,"$2,723"
59,Mon
60,Sep2e
