line_number,cleaned_text
1,Sur
2,Sep7
3,"$1,729"
4,"$2,213"
5,"$2,249"
6,"$2,048"
7,"$3,063"
8,"$1,905"
9,"$2,571"
10,Mon
11,Sen8
12,"$1,733"
13,"$1,914"
14,$t0n
15,"$1,950"
16,"$2,119"
17,"$2,134"
18,"$2,571"
19,Tue
20,Sep
21,"$t,911"
22,"$T,914"
23,"$t,911"
24,"$1,877"
25,"$2,123"
26,"$1,905"
27,"$2,438"
28,Wed
29,Sep1m
30,"$2,402"
31,"$2,123"
32,"$2,402"
33,"$2,277"
34,"$2,119"
35,"$2,134"
36,"$2,724"
37,hu
38,Senl
39,"$1,729"
40,"$1,872"
41,"$2,402"
42,"Ad1,905"
43,Agsaa7
44,"$1,762"
45,"$2,724"
46,Fr
47,Sep12
48,"$1,775"
49,"$$1,957"
50,"$1,957"
51,"$2,825"
52,Sat
53,Sep13
54,"$1,897"
55,"$2,426"
56,"$2,545"
57,"$2,113"
58,"$2,988"
59,"$2,134"
60,"$2,723"
61,Sur
62,Sep28
63,Man
64,Sep29
65,Tue
66,Sep30
67,Oct2
68,Sat
69,Oct4
