line_number,cleaned_text
1,Sur
2,Auga4
3,"$$1,918"
4,"$1,994"
5,"$2,301"
6,"$2,002"
7,"$2,301"
8,"$2,352"
9,"$2,479"
10,"$1,769"
11,"$1,841"
12,"$1,903"
13,"$1,907"
14,"$$2,148"
15,"$2,290"
16,"$1,949"
17,Toe
18,Aug26
19,"$1,688"
20,"$1,736"
21,"$2,072"
22,"AG1,727"
23,"$2,072"
24,"$2,077"
25,"$2,265"
26,"$1,998"
27,"$2,074"
28,"$2,341"
29,"$2,341"
30,"$2,341"
31,Thu
32,Aug28
33,"$1,572"
34,"$1,877"
35,"$1,572"
36,"$12,727"
37,"$2,461"
38,"$2,077"
39,"$2,479"
40,Aug29
41,"$1,618"
42,"$2,311"
43,"$1,618"
44,"$1,957"
45,"$1,999"
46,"$1,618"
47,"$2,156"
48,"$1,618"
49,"$2,271"
50,Sep22
