line_number,cleaned_text
1,Sue
2,Sen14
3,"$2,402"
4,"$2,402"
5,"$2,402"
6,"$2,348"
7,"$2,964"
8,"$2,205"
9,"$2,699"
10,"$1,733"
11,"$2,339"
12,"$2,447"
13,"$1,950"
14,"$2,901"
15,"$2,134"
16,"$2,636"
17,Tue
18,Seni
19,"$2,402"
20,"$2,442"
21,"$2,402"
22,"$2,277"
23,"$$3,198"
24,"$2,134"
25,"$$2,724"
26,Wed
27,Seni
28,"$2,402"
29,"$$2,299"
30,"$2,402"
31,"$2,134"
32,AtRad
33,"$1,991"
34,"$2,724"
35,Thu
36,Sep18
37,"$2,523"
38,"$2,513"
39,"$2,523"
40,"$2,348"
41,"$3,222"
42,"$2,205"
43,"$2,805"
44,Fr
45,Sep
46,"$1,957"
47,"$1,957"
48,"$1,957"
49,"$2,979"
50,"$2,169"
51,AGSRSS
52,"$3,020"
53,Sav
54,Sep2t
55,"$1,648"
56,"$2,235"
57,"$2,717"
58,"$1,950"
59,"$2,205"
60,"$2,999"
61,Sur
62,Sep28
63,Man
64,Sep29
65,ue
66,Sep30
67,Wed
68,Set
69,The
70,Oct2
71,Fr
72,Get
73,Sat
74,Oxt4
