line_number,cleaned_text
1,Sun
2,Aug31
3,"$1,727"
4,"$29,468"
5,"$1,807"
6,Man
7,Sep1
8,"$1,572"
9,"$1,572"
10,"$1,568"
11,"$1,402"
12,"$1,907"
13,"$1,618"
14,"$1,957"
15,Tue
16,Sep2
17,"$1,572"
18,"$1,192"
19,"$1,568"
20,"$1,272"
21,"$2,192"
22,"$1,272"
23,"$2,003"
24,Wed
25,Sep3
26,"$1,572"
27,"$1,572"
28,"$1,568"
29,"$1,715"
30,"$1,729"
31,"$$1,618"
32,"$1,775"
33,Thu
34,Sep4
35,"$1,729"
36,"$$1,192"
37,"$1,907"
38,"$1,272"
39,"$1,729"
40,"$1,272"
41,"$1,775"
42,Fri
43,Seps
44,"$1,775"
45,"$1,806"
46,"$1,806"
47,"$1,775"
48,"$1,775"
49,"$1,923"
50,"$1,821"
51,Sat
52,Sep6
53,"$1,618"
54,"$1,572"
55,"$1,614"
56,"$1,402"
57,"$1,775"
58,"$$1,664"
59,"$1,821"
60,Sun
61,Sep14
62,Mon
63,Sep15
64,Tue
65,Sep16
66,Wed
67,Sep17
68,Thu
69,Sep18
70,Fri
71,Sep19
72,Sat
73,Sep20
