line_number,cleaned_text
1,Sur
2,Aug
3,"$2,968"
4,"$2,044"
5,"$2,984"
6,"$2,044"
7,"$2,612"
8,"$1,402"
9,"$1,856"
10,"$1,572"
11,"$1,574"
12,"$$2,855"
13,"$2,173"
14,"$1,953"
15,"$1,572"
16,"$1,415"
17,"$1,572"
18,"$1,415"
19,"$2,306"
20,"$2,070"
21,"$2,479"
22,"$1,572"
23,"$1,729"
24,"$1,572"
25,"$1,729"
26,"$2,403"
27,"$12,775"
28,"$1,771"
29,The
30,Sep4
31,"$1,729"
32,"$1,415"
33,"$1,907"
34,"$1,415"
35,"$2,403"
36,"$12,775"
37,"$1,771"
38,Fr
39,Sep
40,"$1,775"
41,"$17,775"
42,"$2,189"
43,"$17,775"
44,"$2,189"
45,"$1,821"
46,"$1,817"
47,"$1,402"
48,"$1,775"
49,"$1,618"
50,"$1,574"
51,"$2,347"
52,"$1,821"
53,"$1,817"
54,Sep21
55,Mon
56,Sep22
