line_number,cleaned_text
1,Aug24
2,"$1,467"
3,"$1,918"
4,"$1,467"
5,"$1,918"
6,"$1,467"
7,"$21,886"
8,Bug25
9,"$1,950"
10,"$1,765"
11,"$1,765"
12,"$1,765"
13,"$2,035"
14,"$1,953"
15,Tue
16,Bug26
17,"$1,995"
18,"$1,192"
19,"$1,688"
20,"$1,192"
21,"$1,688"
22,"$1,192"
23,"$1,958"
24,"$1,998"
25,"$1,998"
26,"$1,998"
27,"$2,268"
28,"$2,268"
29,"$1,192"
30,"$2,117"
31,"$1,192"
32,"$2,117"
33,"$1,192"
34,"$1,618"
35,er
36,Aug29
37,"$1,946"
38,"$1,953"
39,"AG1,618"
40,"$1,953"
41,"$1,664"
42,"$$1,664"
43,"$1,946"
44,"$1,962"
45,"$2,079"
46,"$1,618"
47,"$2,079"
48,"$1,664"
49,"$$1,664"
