line_number,cleaned_text
1,Aug24
2,"$2,006"
3,"$1,467"
4,"$1,918"
5,"$1,467"
6,"$1,994"
7,"$1,467"
8,"$2,182"
9,Aug25
10,"$1,989"
11,"$1,835"
12,"$1,765"
13,"$1,765"
14,"$1,841"
15,"$2,029"
16,"$2,029"
17,Tue
18,Aug26
19,"$1,626"
20,"$1,192"
21,"$1,688"
22,"$1,192"
23,"$1,765"
24,"$1,192"
25,"$1,952"
26,"$2,299"
27,"$2,087"
28,"$2,016"
29,"$2,016"
30,"$2,093"
31,"$2,262"
32,"$2,262"
33,The
34,Aug28
35,"$1,626"
36,"$1,192"
37,"$2,057"
38,"$1,192"
39,"$2,134"
40,"$1,192"
41,"$2,198"
42,or
43,Aug29
44,"$$1,818"
45,"$1,962"
46,"$2,057"
47,"$1,943"
48,"$2,134"
49,"$2,198"
50,"$2,321"
51,"$1,962"
52,"$2,093"
53,"$1,943"
54,"$2,169"
55,"$2,198"
56,"$2,357"
