line_number,cleaned_text
1,Sun
2,Aug31
3,"AG3,508"
4,"$2,699"
5,"AG3,756"
6,"$2,412"
7,"AG3,756"
8,"$2,391"
9,"$3,491"
10,Mon
11,Sep1
12,"$1,733"
13,"$1,572"
14,"$1,911"
15,"$1,950"
16,"$2,123"
17,"$2,203"
18,Tue
19,Sep2
20,"$2,447"
21,"$1,572"
22,"$2,447"
23,"$1,877"
24,"AG2,441"
25,"$1,762"
26,"$2,729"
27,Wed
28,Sep3
29,"$1,729"
30,"$1,572"
31,"$1,911"
32,"$2,277"
33,"$2,134"
34,"$2,826"
35,Thu
36,Sep4
37,"$1,729"
38,"$1,911"
39,"$11,911"
40,"$1,877"
41,"$2,123"
42,"$1,762"
43,"$2,826"
44,Fri
45,Seps
46,"$1,775"
47,"$2,846"
48,"$2,290"
49,"$2,483"
50,"$3,325"
51,"$3,259"
52,"$2,612"
53,Sat
54,Sep6
55,"$1,733"
56,"$5,618"
57,"$1,957"
58,"$1,950"
59,"$3,482"
60,"$2,134"
61,"$2,770"
62,Sun
63,Sep28
64,Mon
65,Sep29
66,Tue
67,Sep30
