line_number,cleaned_text
1,"$2,347"
2,"$1,727"
3,"$2,347"
4,"$1,727"
5,"$2,347"
6,"$1,727"
7,Sen
8,"$$1,402"
9,"$1,641"
10,"$1,907"
11,"$1,407"
12,"$1,907"
13,"$1,618"
14,"$1,618"
15,"$$1,754"
16,"$1,192"
17,"$2,016"
18,"$1,192"
19,"$2,016"
20,"$1,192"
21,"$1,618"
22,"$1,900"
23,"$1,572"
24,"$1,725"
25,"$1,572"
26,"$1,907"
27,"$1,618"
28,"$1,618"
29,Thu
30,Sep4
31,"$1,754"
32,"$1,192"
33,"$1,725"
34,"$1,192"
35,"$1,907"
36,"$1,192"
37,"$1,771"
38,Fr
39,Sep
40,"$2,048"
41,"$2,064"
42,"$1,771"
43,"$1,806"
44,"$1,806"
45,"$2,076"
46,"$1,817"
47,"$2,839"
48,"$1,740"
49,"$1,771"
50,"$1,407"
51,"$1,953"
52,"$1,664"
53,"$1,664"
54,Sepa
