line_number,cleaned_text
1,Sun
2,Sep7
3,"$1,729"
4,"$1,343"
5,"$1,765"
6,"$1,486"
7,"$1,729"
8,"$1,547"
9,"$1,775"
10,Mon
11,Sep8
12,"$1,633"
13,"$1,572"
14,"$1,765"
15,"$1,402"
16,"$1,907"
17,"$1,812"
18,"$1,806"
19,Tue
20,Sep
21,"$1,663"
22,"$1,192"
23,"$1,765"
24,"$1,272"
25,"$1,907"
26,"$1,272"
27,"$1,806"
28,Wed
29,Sep10
30,"$1,918"
31,"$1,572"
32,"$1,918"
33,"$1,715"
34,$Z147
35,"$1,715"
36,"$1,959"
37,Thu
38,Sept
39,"$1,704"
40,"$1,200"
41,"$1,568"
42,"$1,343"
43,"$1,729"
44,"$1,343"
45,"$1,775"
46,Fri
47,Sep12
48,"$1,957"
49,"$1,957"
50,"$1,953"
51,"$1,775"
52,"$1,775"
53,$Z178
54,"$1,821"
55,"$1,724"
56,"$2,0,160"
57,"$1,565"
58,"AG2,241"
59,"$1,715"
60,"AgZ1,001"
61,Sun
62,Sep14
63,Mon
64,Sep15
65,Tue
66,Sep16
67,Sep17
68,Thu
69,Sep18
70,Sep19
71,Sat
72,Sep20
