line_number,cleaned_text
1,"$2,347"
2,"$1,727"
3,"$2,347"
4,"$1,727"
5,"$2,347"
6,"$1,727"
7,AG1LA2
8,"$1,641"
9,"$1,907"
10,AGVAS2
11,"$1,907"
12,"$1,618"
13,"$1,618"
14,"$1,754"
15,"$1,192"
16,"$2,016"
17,"$1,192"
18,"$2,016"
19,"$1,192"
20,"$1,618"
21,"$1,900"
22,"$15,872"
23,"$1,725"
24,"$15,872"
25,"$1,907"
26,"$1,618"
27,"$1,618"
28,$
29,Ag
30,"1,754"
31,"1,192"
32,"1,725"
33,"1,192"
34,"1,907"
35,"1,192"
36,"$1,771"
37,"$2,048"
38,"$2,064"
39,"$1,771"
40,"$1,806"
41,"$1,806"
42,"$2,076"
43,"$1,817"
44,"$2,539"
45,"$1,740"
46,"$1,771"
47,$A07
48,"$1,953"
49,"$1,664"
50,"$1,664"
