line_number,cleaned_text
1,Sun
2,Aug24
3,"$2,396"
4,"$1,467"
5,"$19,118"
6,"$1,467"
7,"$19,118"
8,"$1,467"
9,"$2,188"
10,Mon
11,Aug25
12,"$1,950"
13,"$2,401"
14,"$1,765"
15,"$$1,765"
16,"$1,765"
17,"$2,035"
18,"$1,953"
19,Tue
20,Aug26
21,"$1,995"
22,"$1,192"
23,"$1,688"
24,"$1,192"
25,"$1,688"
26,"$1,192"
27,"$1,958"
28,Wed
29,Aug27
30,"$2,476"
31,"$2,629"
32,"$1,998"
33,"$1,998"
34,"$1,998"
35,"$2,268"
36,"$2,268"
37,Thu
38,Aug28
39,"$2,596"
40,"$1,192"
41,"$2,117"
42,"$1,192"
43,"$2,117"
44,"$1,192"
45,"$1,618"
46,Fri
47,Aug29
48,"$1,946"
49,"$2,671"
50,"$1,953"
51,"$1,618"
52,"$1,953"
53,"$1,664"
54,"$1,664"
55,Sat
56,Aug30
57,"$1,946"
58,"$1,962"
59,"$2,079"
60,"$1,618"
61,"$2,079"
62,"$1,664"
63,"$1,664"
64,Sun
65,Sep7
66,Mon
67,Sep8
68,Tue
69,Sep9
70,Wed
71,Sep10
72,Thu
73,Sep11
74,Fri
75,Sep12
76,Sat
77,Sep13
