line_number,cleaned_text
1,"$2,402"
2,"$2,402"
3,"$2,402"
4,"$2,348"
5,"$2,964"
6,"$2,205"
7,"$2,699"
8,Sor
9,"$1,733"
10,"$2,339"
11,"$2,447"
12,"$1,950"
13,"$2,901"
14,"$2,134"
15,"$2,636"
16,Toe
17,Sen6
18,"$2,402"
19,"$2,442"
20,"$2,402"
21,"$2,277"
22,"$3,198"
23,"$2,134"
24,"$2,724"
25,Sen7
26,"$2,402"
27,"$2,299"
28,"$2,402"
29,"$2,134"
30,"$1,991"
31,"$2,724"
32,mine
33,Sep18
34,"$2,523"
35,"$2,513"
36,"$2,523"
37,"$2,348"
38,"$3,222"
39,"$2,205"
40,"$2,805"
41,Fr
42,Sep19
43,"$19,597"
44,"$1,957"
45,"$19,597"
46,"$2,979"
47,"$2,169"
48,"$3,020"
49,"$1,648"
50,"$2,235"
51,"$2,717"
52,"$1,950"
53,"$2,205"
54,"$2,999"
55,etd
56,Sav
57,Oat4
