line_number,cleaned_text
1,"$1,918"
2,"$1,994"
3,"$$2,301"
4,"$2,002"
5,"$$2,301"
6,"$2,352"
7,"$2,479"
8,"$1,765"
9,"$1,841"
10,"$1,903"
11,"$1,907"
12,"$$2,148"
13,"$2,290"
14,"$1,949"
15,"$,688"
16,"$1,736"
17,"$2,072"
18,"$1,727"
19,"$2,072"
20,"$2,077"
21,"$2,265"
22,"$19,983"
23,"$2,074"
24,"$2,341"
25,"$2,341"
26,"$2,341"
27,Thu
28,Aug28
29,"$1,572"
30,"$1,877"
31,"$1,572"
32,"$1,727"
33,"$2,461"
34,"$2,077"
35,"$2,479"
36,"$1,618"
37,"$2,311"
38,"$1,618"
39,"$1,957"
40,"$1,999"
41,S
42,Aug2
43,"$1,618"
44,"$2,156"
45,"$1,618"
46,"$2,271"
47,Sep22
