line_number,cleaned_text
1,Sur
2,Aug31
3,"$2,968"
4,"$2,044"
5,"$2,984"
6,"$2,044"
7,$QcaT
8,"$2,612"
9,Mar
10,Sep1
11,"$1,402"
12,"$1,856"
13,"$1,572"
14,"$1,574"
15,"$2,855"
16,"$2,173"
17,"$1,953"
18,Tue
19,Sep2
20,"$1,572"
21,"$1,415"
22,"$1,572"
23,"$1,415"
24,"$2,306"
25,"$2,070"
26,"$2,479"
27,Wed
28,Sep3
29,"$1,572"
30,"$1,729"
31,"$1,572"
32,"$1,729"
33,"$2,403"
34,"$1,775"
35,"$1,771"
36,Thu
37,Sep4
38,"$1,729"
39,"$1,415"
40,"$1,907"
41,"$1,415"
42,"$2,403"
43,"$1,775"
44,"$1,771"
45,Fri
46,Sep5
47,"$1,775"
48,"$1,775"
49,"$2,189"
50,"$1,775"
51,"$2,189"
52,"$1,821"
53,"$1,817"
54,Sat
55,Sep6
56,"$1,402"
57,"$1,775"
58,"$1,618"
59,"$1,574"
60,"$2,347"
61,"$1,821"
62,"$1,817"
63,",O"
64,Sun
65,Sep21
66,Mon
67,Sep22
68,Tue
69,Sep23
70,Wed
71,Sep24
72,Thu
73,Sep25
74,Fri
75,Sep26
76,Sat
77,Sep27
