line_number,cleaned_text
1,Sur
2,Sep7
3,"$1,729"
4,"$1,558"
5,"$2,148"
6,"$1,558"
7,"$2,148"
8,"$1,775"
9,"$1,771"
10,Mon
11,Seo8
12,"$1,402"
13,"$1,787"
14,"$$1,907"
15,"AG1,S74"
16,"$2,148"
17,"$2,169"
18,"$1,953"
19,Tue
20,Sep
21,"$1,765"
22,"$1,558"
23,"$1,907"
24,"$1,558"
25,"$2,148"
26,"$2,077"
27,"$1,953"
28,"$1,918"
29,"$1,787"
30,"$2,268"
31,"$1,787"
32,"$2,301"
33,"$2,169"
34,"$2,310"
35,Thu
36,Sen1
37,"$1,572"
38,"$1,415"
39,"$1,572"
40,"$1,415"
41,"$2,301"
42,"$1,775"
43,"$$1,771"
44,Fr
45,Sep12
46,"$1,775"
47,"$1,775"
48,"$1,953"
49,"$1,775"
50,"$1,821"
51,"$1,817"
52,Sat
53,Sep13
54,"$1,565"
55,"$1,787"
56,Sur
57,Sep21
58,Man
59,Sep22
60,ue
61,Sep23
62,Wed
63,Sen24
64,The
65,Sep28
66,Fr
67,Sep2
68,Sat
69,Sep27
