line_number,cleaned_text
1,Sur
2,Aug24
3,"$2,006"
4,"$1,467"
5,"$1,918"
6,"$1,467"
7,"$1,994"
8,"$1,467"
9,"$2,182"
10,"$1,989"
11,"$1,835"
12,"$1,765"
13,"$1,765"
14,"$1,841"
15,"$2,029"
16,"$2,029"
17,Tue
18,Aug26
19,"$1,626"
20,"$1,192"
21,"$1,688"
22,"$1,192"
23,"$1,765"
24,"$1,192"
25,"$$1,952"
26,Auga7
27,"$2,299"
28,"$2,087"
29,"$2,016"
30,"$2,016"
31,"$2,093"
32,"$2,262"
33,"$2,262"
34,The
35,Aug28
36,"$1,626"
37,"$1,192"
38,"$2,057"
39,"$1,192"
40,"$2,134"
41,"$1,192"
42,"$21,998"
43,or
44,Aug29
45,"$1,818"
46,"$$1,962"
47,"$2,057"
48,"AG1,943"
49,"$2,134"
50,"$2,198"
51,"$2,321"
52,"$$1,962"
53,"$2,093"
54,"AG1,943"
55,"$2,169"
56,"$2,198"
57,"$2,357"
