line_number,cleaned_text
1,"$1,727"
2,"$2,968"
3,"$1,807"
4,$ZB7OD
5,"$1,807"
6,"$32,030"
7,Mon
8,Sep1
9,"$1,572"
10,"$1,572"
11,"$1,568"
12,"$1,402"
13,"$1,907"
14,"$$1,618"
15,"$1,957"
16,Tue
17,Sep2
18,"$1,572"
19,"$1,192"
20,"$1,568"
21,"$1,272"
22,"$2,192"
23,"$1,272"
24,"$2,003"
25,Wed
26,Sep3
27,"$1,572"
28,"$1,572"
29,"$1,568"
30,"$1,715"
31,"$1,729"
32,"$1,618"
33,"$1,775"
34,Thu
35,Sep4
36,"$1,729"
37,"$1,192"
38,"$1,907"
39,"$1,272"
40,"$1,729"
41,"$1,272"
42,"$1,775"
43,Fri
44,Seps
45,"$1,775"
46,"$1,806"
47,"$1,806"
48,"$1,775"
49,"$1,775"
50,"$1,923"
51,"$1,821"
52,Sat
53,Sep6
54,"$1,618"
55,"$1,572"
56,"$1,614"
57,"$1,402"
58,"$1,775"
59,"$1,664"
60,"$1,821"
61,Sun
62,Sep14
63,Mon
64,Sep15
65,Tue
66,Sep16
67,Wed
68,Sep17
69,Thu
70,Sep18
71,Sep19
72,Sat
73,Sep20
