line_number,cleaned_text
1,Sun
2,Aug31
3,AG3SuR
4,"$2,699"
5,"AG3,756"
6,"$2,412"
7,"AG3,756"
8,"$2,391"
9,Mon
10,Sep1
11,"$1,733"
12,"$1,572"
13,"$1,911"
14,"$1,950"
15,"$2,123"
16,"$2,203"
17,$LE
18,Tue
19,Sep2
20,"$2,447"
21,"$1,572"
22,"$2,447"
23,"$1,877"
24,AGL4sl
25,"$1,762"
26,"$2,729"
27,Wed
28,Sep3
29,"$1,729"
30,"$1,872"
31,"$1,911"
32,"$2,277"
33,AZASde
34,"$2,134"
35,"$2,826"
36,Thu
37,Sep4
38,"$1,729"
39,"$1,911"
40,"$19,114"
41,"$1,877"
42,"$2,123"
43,"$1,762"
44,"$2,826"
45,Fri
46,Sep5
47,"$$1,775"
48,"$2,846"
49,"$2,290"
50,"$2,483"
51,"$3,259"
52,"$2,612"
53,Sat
54,Sep6
55,"$1,733"
56,"$1,618"
57,"$1,957"
58,"$1,950"
59,"$34,682"
60,"$2,134"
61,"$2,770"
62,",O"
63,Sun
64,Sep28
65,Mon
66,Sep29
67,Tue
68,Sep30
69,Wed
70,Octl
71,Thu
72,Oct2
