line_number,cleaned_text
1,Sur
2,Aug2a
3,"$2,402"
4,"$2,572"
5,"$2,402"
6,"$2,152"
7,"$3,437"
8,"$2,572"
9,"$2,724"
10,"$$1,907"
11,"$1,907"
12,"$$1,907"
13,"$2,531"
14,"$3,284"
15,"$2,962"
16,"$2,571"
17,Tue
18,Aug26
19,"$2,173"
20,"$2,297"
21,"$2,173"
22,"$1,877"
23,"$3,207"
24,"$2,083"
25,"$2,495"
26,Wed
27,Aug27
28,"$2,482"
29,$ATIF
30,"$2,482"
31,"$2,724"
32,"$3,477"
33,"$3,491"
34,"$2,764"
35,Thu
36,Aug28
37,"$2,602"
38,"$1,572"
39,"$2,602"
40,"$11,877"
41,"$2,123"
42,"$$2,297"
43,"$2,884"
44,Fr
45,Aug29
46,"$1,957"
47,"$1,618"
48,"$1,957"
49,"$2,961"
50,AtLod
51,APALES
52,"$3,002"
53,"$2,431"
54,"$1,618"
55,"$2,717"
56,"$2,647"
57,"$2,620"
58,"$2,999"
59,Sur
60,Sep28
61,Man
62,Sep29
63,ue
64,Sep30
65,Wed
66,Set
67,The
68,Oct2
69,Fr
70,Gctd
71,Sat
72,Oxt4
