line_number,cleaned_text
1,Sur
2,Sep7
3,"$$1,729"
4,"$2,213"
5,"$2,249"
6,"$2,048"
7,"$3,063"
8,"$1,905"
9,"$2,571"
10,"$1,733"
11,"$1,9N"
12,"$1,911"
13,"$1,950"
14,"$2,119"
15,"$2,134"
16,"$2,571"
17,Toe
18,Sepe
19,"$19,111"
20,"$1,911"
21,"$19,111"
22,"$1,877"
23,"$2,123"
24,"$1,905"
25,"$2,438"
26,Wed
27,Sep
28,"$2,402"
29,"$2,123"
30,"$2,402"
31,"$2,277"
32,"$2,119"
33,"$2,134"
34,"$2,724"
35,Thu
36,Sen1
37,"$$1,729"
38,"$1,572"
39,"$2,402"
40,"$1,905"
41,AT24ne
42,"$$1,762"
43,"$2,724"
44,Fr
45,Sep12
46,"$$1,775"
47,"$1,957"
48,"$1,957"
49,"$2,825"
50,"$2,865"
51,Sat
52,Sep13
53,"$1,897"
54,"$2,426"
55,"$2,545"
56,"$2,113"
57,"$2,988"
58,"$2,134"
59,"$2,723"
60,Sur
61,Sep28
62,Mon
63,Sep2e
64,Got2
65,Sat
66,Gct4
