line_number,cleaned_text
1,"$1,572"
2,"$1,572"
3,"$1,568"
4,"$1,402"
5,"$$1,907"
6,"$1,618"
7,"$$1,987"
8,Toe
9,Sen2
10,"$1,572"
11,"$1,192"
12,"$1,568"
13,"$1,272"
14,"$2,192"
15,"$1,272"
16,"$2,003"
17,Wed
18,Sep3
19,"$1,572"
20,"$1,572"
21,"$1,568"
22,"$1,715"
23,"$1,729"
24,"$1,618"
25,"$17,758"
26,Thu
27,Sep4
28,"$1,729"
29,"$1,192"
30,"$1,907"
31,"$1,272"
32,"$1,729"
33,"$1,272"
34,"$1,775"
35,"$1,775"
36,"$1,806"
37,"$1,806"
38,"$1,775"
39,"$1,775"
40,"$1,923"
41,"$1,821"
42,"$1,618"
43,"$1,572"
44,"$1,614"
45,"$1,402"
46,"$1,775"
47,"$1,664"
48,"$1,821"
49,Sur
50,Sen14
51,Mon
52,Sep18
53,ue
54,Sep16
55,Wed
56,Sepi7
57,The
58,Sep18
59,Fr
60,Seply
61,Sat
62,Sep20
