line_number,cleaned_text
1,Sun
2,Aug24
3,"$1,918"
4,"$1,467"
5,"$1,918"
6,"$1,547"
7,"$2,147"
8,"$1,547"
9,"$1,959"
10,Mon
11,Aug25
12,"$1,765"
13,"$1,765"
14,"$1,765"
15,"$1,841"
16,"$1,903"
17,"$1,882"
18,"$1,806"
19,Tue
20,Aug26
21,"$1,688"
22,asis92
23,"$1,688"
24,"$$1,272"
25,"$1,918"
26,"$$1,272"
27,"$1,729"
28,Wed
29,Aug27
30,"$1,998"
31,"$1,998"
32,"$1,998"
33,"$2,074"
34,"$2,227"
35,"$21,185"
36,"$2,039"
37,Thu
38,Aug28
39,"$1,572"
40,agis92
41,"$1,568"
42,"$1,272"
43,"$2,347"
44,"$1,272"
45,"$2,158"
46,Fri
47,Aug29
48,"$1,618"
49,"$1,618"
50,"$1,614"
51,"$$2,311"
52,"$1,953"
53,"$1,664"
54,"$2,003"
55,Sat
56,Aug30
57,"$1,618"
58,"$1,618"
59,"$1,614"
60,"$2,099"
61,"$2,462"
62,"$1,664"
63,"$2,120"
64,Sun
65,Sep14
66,Sep15
67,Tue
68,Sep16
69,Wed
70,Sep17
71,Thu
72,Sep18
73,Fri
74,Sep19
75,Sat
76,Sep20
