line_number,cleaned_text
1,Sun
2,Sen14
3,"$$1,918"
4,"$1,858"
5,"$2,301"
6,"$1,858"
7,"$2,301"
8,"$1,402"
9,"$1,787"
10,"$2,288"
11,"AG1,574"
12,"$2,306"
13,"$1,918"
14,"$1,787"
15,"$2,272"
16,"$1,787"
17,"$2,301"
18,"$2,318"
19,"$2,314"
20,"$1,918"
21,"$1,644"
22,"$2,301"
23,"$1,644"
24,"$2,301"
25,"$2,059"
26,Thu
27,Sep18
28,"$2,021"
29,"$1,858"
30,Fr
31,Sep19
32,"$$2,164"
33,"$2,173"
34,"$1,953"
35,"$1,957"
36,"$2,218"
37,"$1,999"
38,"$2,035"
39,"$2,288"
40,"$15,746"
41,"$2,235"
42,"$2,261"
43,Sep22
