line_number,cleaned_text
1,Sun
2,Sep14
3,"$19,188"
4,"$1,858"
5,"$2,301"
6,"$1,858"
7,"$2,301"
8,"$2,443"
9,Man
10,Sep15
11,"$1,402"
12,"$1,787"
13,"$22,883"
14,"$1,574"
15,"$2,306"
16,"$Z,ddd"
17,Agags
18,Tue
19,Sep16
20,"$1,918"
21,"$1,787"
22,"$2,272"
23,"$1,787"
24,"$2,301"
25,"$2,318"
26,"$2,314"
27,Wed
28,Sep17
29,"$1,918"
30,"$1,644"
31,"$2,301"
32,"$1,644"
33,"$2,301"
34,"$$2,059"
35,AGzZ425
36,Thu
37,Sep18
38,"$2,021"
39,"$i,858"
40,"$Z,40H"
41,"$i,858"
42,"$Z,40"
43,"$2,273"
44,Fri
45,Sep1
46,"$2,164"
47,"$2,173"
48,"$1,953"
49,"$$1,957"
50,"$$2,218"
51,"$$1,999"
52,"$2,035"
53,"$2,288"
54,"$1,574"
55,"AbzZ,285"
56,"$2,235"
57,"$2,261"
58,Sun
59,Sep21
60,Mon
61,Sep22
62,Tue
63,Sep23
64,Wed
65,Sep24
66,Thu
67,Sep25
68,Fri
69,Sep26
70,Sat
71,Sep27
