line_number,cleaned_text
1,Sun
2,Aug24
3,"$19,188"
4,"$1,994"
5,"$2,301"
6,"$2,002"
7,"$2,301"
8,"$2,352"
9,"$2,479"
10,Man
11,Aug25
12,"$1,765"
13,"$$1,841"
14,"$1,903"
15,"$1,907"
16,"$2,148"
17,"$2,290"
18,"$1,949"
19,Tue
20,Aug26
21,"$1,688"
22,"$1,736"
23,"$2,072"
24,"$1,727"
25,"$2,072"
26,"$2,077"
27,"$$2,265"
28,Wed
29,Aug27
30,"$1,998"
31,"$2,074"
32,"$2,341"
33,"$2,341"
34,"$2,341"
35,"$2,523"
36,AEZS25
37,Thu
38,Aug28
39,"$1,572"
40,"$1,877"
41,"$1,572"
42,"$1,727"
43,"$2,461"
44,"$2,077"
45,"$2,479"
46,Fri
47,Aug29
48,"$1,618"
49,"$2,311"
50,"$1,618"
51,AgZ714
52,"$1,999"
53,Sat
54,Aug30
55,"$1,618"
56,"$2,156"
57,"$1,618"
58,"$2,271"
59,",O"
60,Sun
61,Sep21
62,Mon
63,Sep22
64,Tue
65,Sep23
66,Wed
67,Sep24
68,Thu
69,Sep25
70,Fri
71,Sep26
72,Sat
73,Sep27
