line_number,cleaned_text
1,Sur
2,ug24
3,"$$1,918"
4,"$1,467"
5,"$$1,918"
6,"$1,547"
7,"$2,147"
8,"$1,547"
9,"$1,959"
10,"$1,765"
11,"$1,765"
12,"$1,765"
13,"$1,841"
14,"$1,903"
15,"$1,882"
16,"$1,806"
17,Toe
18,Aug26
19,"$1,688"
20,"$1,192"
21,"$1,688"
22,"AG1,272"
23,"$1,918"
24,"AG1,272"
25,"$1,729"
26,"$1,998"
27,"$1,998"
28,"$1,998"
29,"$2,074"
30,"$2,115"
31,"$2,039"
32,Thu
33,Aug28
34,"$1,572"
35,"$1,192"
36,"$1,568"
37,"$12,772"
38,"$12,772"
39,"$2,158"
40,Fr
41,Aug29
42,"$1,618"
43,"$1,618"
44,"$1,614"
45,"$1,953"
46,"$1,664"
47,"$2,003"
48,"$1,618"
49,"$1,618"
50,"$1,614"
51,"$2,099"
52,"$1,664"
53,"$2,120"
54,Mon
55,Sep15
