line_number,cleaned_text
1,Sur
2,Aug
3,"$2,968"
4,"$2,044"
5,"$2,984"
6,"$2,044"
7,"$1,402"
8,"$1,856"
9,"$$1,572"
10,"AG1,574"
11,"$2,855"
12,"$2,173"
13,"$1,953"
14,Toe
15,Sen2
16,"$$1,572"
17,"$1,415"
18,"$$1,572"
19,"$1,415"
20,"$2,306"
21,"$2,070"
22,"$2,479"
23,Wed
24,Sep3
25,"$1,572"
26,"$1,729"
27,"$1,572"
28,"$1,729"
29,"$2,403"
30,"$1,775"
31,"$1,771"
32,Thu
33,Sep4
34,"$$1,729"
35,"$1,415"
36,"$1,907"
37,"$1,415"
38,"$2,403"
39,"$11,775"
40,"$1,771"
41,"$$1,775"
42,"$12,775"
43,"$2,189"
44,"$12,775"
45,"$2,189"
46,"$1,821"
47,"$1,817"
48,"$1,402"
49,"$1,775"
50,"$1,618"
51,"$1,574"
52,"$2,347"
53,"$1,821"
54,"$1,817"
55,Sur
56,Sep21
57,Mon
58,Sep22
59,ue
60,Sep22
61,Wed
62,Sen24
63,The
64,Sep25
65,Fr
66,Sep2
67,Sat
68,Sep27
