line_number,cleaned_text
1,Sun
2,Aug31
3,"$2,968"
4,"$2,044"
5,"$2,984"
6,"$2,044"
7,"$3,127"
8,"$2,612"
9,"$3,491"
10,Bos
11,Mon
12,Sep1
13,"$1,402"
14,"$1,856"
15,"$1,572"
16,"$1,574"
17,"$2,855"
18,"$2,173"
19,"$1,953"
20,Tue
21,Sep2
22,"$1,572"
23,"$$1,415"
24,"$1,572"
25,"$$1,415"
26,"$2,306"
27,"$2,070"
28,"$2,479"
29,Wed
30,Sep3
31,"$1,572"
32,"$1,729"
33,"$1,572"
34,"$1,729"
35,"$2,403"
36,"$1,775"
37,"$1,771"
38,Thu
39,Sep4
40,"$1,729"
41,"$$1,415"
42,"$1,907"
43,"$$1,415"
44,"$2,403"
45,"$1,775"
46,"$1,771"
47,Fri
48,Sep5
49,"$1,775"
50,"$$1,775"
51,"$2,189"
52,"$$1,775"
53,"$2,189"
54,"$1,821"
55,"$1,817"
56,Sat
57,Sep6
58,"$1,402"
59,"$$1,775"
60,"$1,618"
61,"$1,574"
62,"$2,347"
63,"$1,821"
64,"$1,817"
65,Sun
66,Sep21
67,Sep22
68,Tue
69,Sep23
70,Wed
71,Sep24
72,Thu
73,Sep25
74,Fri
75,Sep26
76,Sat
77,Sep27
