line_number,cleaned_text
1,Sun
2,Aug24
3,"$1,918"
4,"$1,994"
5,"$$2,301"
6,"$2,002"
7,"$$2,301"
8,"$2,352"
9,"$2,479"
10,Man
11,Aug25
12,"$1,765"
13,"$1,841"
14,"$1,903"
15,"$1,907"
16,"$2,148"
17,"$2,290"
18,"$1,949"
19,Tue
20,Aug26
21,"$1,688"
22,"$1,736"
23,"$2,072"
24,"$1,727"
25,"$2,072"
26,"$2,077"
27,"$$2,265"
28,Wed
29,Aug27
30,"$1,998"
31,"$2,074"
32,"$2,341"
33,"$2,341"
34,"$2,341"
35,"$25,423"
36,"$25,235"
37,Thu
38,Aug28
39,"$1,572"
40,"$1,877"
41,"$1,572"
42,"$1,727"
43,"$2,461"
44,"$2,077"
45,"$2,479"
46,Fri
47,Aug29
48,"$1,618"
49,"$2,311"
50,"$1,618"
51,"$1,957"
52,"$25,749"
53,$Z71t
54,"$$1,999"
55,"$1,618"
56,"$2,156"
57,"$1,618"
58,"$2,271"
59,"$Z,S7t,"
60,$E720
61,ia
62,nm
63,Sa
64,Sun
65,Sep21
66,Mon
67,Sep22
68,Tue
69,Sep23
70,Wed
71,Sep24
72,Thu
73,Sep25
74,Sep26
75,Sat
76,Sep27
