line_number,cleaned_text
1,Sun
2,Sep21
3,"$2,248"
4,"$2,513"
5,"$2,402"
6,"$2,348"
7,"$2,205"
8,"$2,724"
9,"$1,907"
10,"$$1,907"
11,"$18,646"
12,"$2,119"
13,"$2,134"
14,"$2,495"
15,Se
16,"$1,820"
17,"$1,911"
18,"$1,911"
19,"$2,038"
20,"$2,123"
21,"$2,205"
22,"$2,495"
23,Wed
24,Sep24
25,"$1,816"
26,"$1,907"
27,"$1,907"
28,"$2,034"
29,"$2,119"
30,"$2,403"
31,"$2,495"
32,Thu
33,Sep26
34,"$1,788"
35,$IN
36,"$1,911"
37,"$$1,957"
38,"$2,123"
39,"$2,377"
40,"$2,401"
41,Fr
42,Sep2
43,"$1,862"
44,"$1,953"
45,"$1,993"
46,"$2,080"
47,"$2,165"
48,"$2,449"
49,"$2,475"
50,S
51,Sep27
52,"$2,247"
53,"$1,957"
54,"$1,997"
55,"$1,906"
56,"$2,169"
57,"$2,275"
58,"$2,301"
59,Mon
60,Sep2e
61,Cictg
62,Sat
63,Git4
