line_number,cleaned_text
1,"$$2,148"
2,"$1,775"
3,"$1,771"
4,"$1,402"
5,"$1,787"
6,"$1,907"
7,"$1,574"
8,"$$2,148"
9,"$2,169"
10,"$1,953"
11,Toe
12,Sep9
13,"$1,765"
14,"$1,907"
15,"$$1,558"
16,"$2,148"
17,"$2,077"
18,"$1,953"
19,"$1,787"
20,"$2,268"
21,"$1,787"
22,"$2,301"
23,"$2,169"
24,"$2,310"
25,Thu
26,Sen
27,"$1,572"
28,"$1,415"
29,"$1,572"
30,"$1,415"
31,"$2,301"
32,"$1,775"
33,"$1,771"
34,Fr
35,Sep12
36,"$1,775"
37,"$1,775"
38,"$1,953"
39,"$1,775"
40,"$1,821"
41,"$1,817"
42,S
43,Sep13
44,"$1,569"
45,"$1,787"
46,Sep22
