line_number,cleaned_text
1,Sun
2,Sep7
3,"$1,729"
4,"$2,213"
5,"$2,249"
6,"$2,048"
7,"$3,063"
8,"$1,905"
9,"$2,571"
10,Mon
11,Sep8
12,"$1,733"
13,$TIN
14,"$1,911"
15,"$1,950"
16,"$21,119"
17,"$2,134"
18,"$2,571"
19,Tue
20,Sep9
21,"$1,911"
22,"$1,911"
23,"$1,911"
24,"$1,877"
25,"$2,123"
26,"$1,905"
27,"$2,438"
28,Wed
29,Sep10
30,"$2,402"
31,"$2,123"
32,"$2,402"
33,"$2,277"
34,"$2,119"
35,"$2,134"
36,"$2,724"
37,Thu
38,Sep
39,"$1,729"
40,"$1,572"
41,"$2,402"
42,"$1,905"
43,"$3,437"
44,"$1,762"
45,"$2,724"
46,Fri
47,Sep12
48,"$1,775"
49,"$1,957"
50,"$1,957"
51,"$2,825"
52,"$3,508"
53,"$3,360"
54,"$2,865"
55,Sat
56,Sep13
57,"$1,897"
58,"$2,426"
59,"$2,545"
60,"$2,113"
61,"$2,988"
62,"$2,134"
63,"$2,723"
64,Sun
65,Sep28
66,Mon
67,Sep29
68,Tue
69,Sep30
70,Wed
71,Oct1
72,Thu
73,Oct2
74,Fri
75,Oct3
76,Sat
77,Oct4
