line_number,cleaned_text
1,Sun
2,Aug31
3,AG3S0A
4,"$2,699"
5,ALB7S6
6,"$2,412"
7,ALB7S6
8,"$2,391"
9,Man
10,Sep1
11,"$1,733"
12,"$1,572"
13,"$1,911"
14,"$1,950"
15,"$2,123"
16,"$2,203"
17,P
18,in
19,By
20,Tue
21,Sep2
22,"$2,447"
23,$i572
24,"$2,447"
25,"$1,877"
26,Agl4dal
27,"$1,762"
28,"$2,729"
29,Wed
30,Sep3
31,"$1,729"
32,"$1,572"
33,"$1,911"
34,"$2,277"
35,$2S46
36,"$2,134"
37,"$2,826"
38,Thu
39,Sep4
40,"$1,729"
41,"$1,911"
42,"$19,114"
43,"$1,877"
44,"$2,123"
45,"$1,762"
46,"$2,826"
47,Fri
48,Seps
49,"$1,775"
50,"$2,846"
51,"$2,290"
52,"$2,483"
53,ALI325
54,"$3,259"
55,"$2,612"
56,Sat
57,Sep6
58,"$1,733"
59,"$1,618"
60,"$1,957"
61,"$1,950"
62,"$3,482"
63,"$2,134"
64,"$2,770"
65,Sun
66,Sep28
67,Mon
68,Sep29
69,Tue
70,Sep30
71,Wed
72,Oct
73,Thu
74,Oct2
