line_number,cleaned_text
1,"$2,402"
2,"$2,402"
3,"$2,402"
4,"$2,348"
5,"$2,964"
6,"$2,205"
7,"$2,699"
8,"$2,339"
9,"$2,447"
10,"AG1,950"
11,"$2,901"
12,"$2,134"
13,"$2,636"
14,"$2,402"
15,"$2,442"
16,"$2,402"
17,"$2,277"
18,"$3,198"
19,"$2,134"
20,"$2,724"
21,"$2,402"
22,"$2,299"
23,"$2,402"
24,"$2,134"
25,$TYIL
26,"$2,724"
27,Thu
28,Sep18
29,"$2,523"
30,"$2,513"
31,"$2,523"
32,"$2,348"
33,"$3,222"
34,"$2,205"
35,"$2,B05"
36,Fr
37,Sep19
38,"$1,G957"
39,$I957
40,"$1,G957"
41,"$$2,979"
42,"$2,169"
43,"$3,020"
44,"$1,648"
45,"$2,235"
46,"$2,717"
47,"$12,950"
48,"$2,205"
49,"$2,999"
50,uct3
51,Sat
52,Gat4
