line_number,cleaned_text
1,Mon Tue Wed Thu Fr Sat
2,Sent Sen2 Sep3 Sep4 Sep5 Sep6
3,Ser
4,"$1,572 A51,572 A51,572 A51,729 A51,775 A$1,618 5 e"
5,enls
6,", Me"
7,"$1,727 A$1,572 Ag1,192 A518,572 $1,192 $1,806 A$1,572 5 ,"
8,ep1S
9,"$Z,Mea AS1,568 AS1,568 AS1,568 A$1,907 A$1,806 A$1,614 5 0e"
10,"$1,807 A$1,402 A$1,272 A51,715 A$1,272 A51,775 A$1,402 5ent"
11,epi7
12,The
13,"$1,907 A$2,192 A51,729 A51,729 A51,775 1,775 5ena"
14,Fi
15,"$1,807 A$1,618 A$1,272 A51,618 A$1,272 A$1,923 A51,664 5 i"
16,ep
17,Sat
18,"$2,003 A51,775 A51,775 A51,821 A$1,821 ,"
19,Sep20
