line_number,cleaned_text
1,Sun
2,Sep14
3,"$1,918"
4,"$1,858"
5,"$2,301"
6,"$1,858"
7,"$2,301"
8,"$2,443"
9,"$2,495"
10,Mon
11,Sep15
12,"$1,402"
13,"$1,787"
14,"$2,288"
15,"$1,574"
16,"$2,306"
17,"$2,442"
18,"$$2,499"
19,Tue
20,Sep16
21,"$1,918"
22,"$1,787"
23,"$2,272"
24,"$1,787"
25,"$2,301"
26,"$2,318"
27,"$2,314"
28,Wed
29,Sep17
30,"$1,918"
31,"$1,644"
32,"$2,301"
33,"$1,644"
34,"$2,301"
35,"$2,059"
36,"$2,495"
37,Thu
38,Sep18
39,"$2,021"
40,"$1,858"
41,"$2,401"
42,"$1,858"
43,"$2,401"
44,"$2,273"
45,"$2,561"
46,Fri
47,Sep19
48,"$2,164"
49,"$2,173"
50,"$1,953"
51,"$1,957"
52,"$2,597"
53,"$2,218"
54,"$1,999"
55,Sat
56,Sep20
57,"$2,476"
58,"$2,035"
59,"$2,288"
60,"$$1,574"
61,"$2,385"
62,"$2,235"
63,"$2,261"
64,Sun
65,Sep21
66,Sep22
67,Tue
68,Sep23
69,Wed
70,Sep24
71,Thu
72,Sep25
73,Fri
74,Sep26
75,Sat
76,Sep27
