line_number,cleaned_text
1,Mon
2,Sen
3,"$1,572"
4,"$1,572"
5,"$1,568"
6,"$1,402"
7,"$$1,907"
8,"$1,618"
9,"$1,957"
10,"$1,572"
11,"$1,192"
12,"$1,568"
13,"$1,272"
14,"$2,192"
15,"$1,272"
16,"$2,003"
17,Wed
18,Sep3
19,"$1,572"
20,"$1,572"
21,"$1,568"
22,"$1,715"
23,"$1,729"
24,"$1,618"
25,"$1,775"
26,Thu
27,Sep4
28,"$1,729"
29,"$1,192"
30,"$1,907"
31,"$1,272"
32,"$1,729"
33,"$1,272"
34,"$1,775"
35,Fr
36,Sep5
37,"$1,775"
38,"$1,806"
39,"$1,806"
40,"$1,775"
41,"$1,775"
42,"$1,923"
43,"$1,821"
44,Sat
45,Sep6
46,"$1,618"
47,"$1,572"
48,"$1,614"
49,"$i,402"
50,"$1,775"
51,"$1,664"
52,"$1,821"
53,Man
54,Sep18
55,Tue
56,Sep16
57,Ned
58,Sep17
59,The
60,Sep18
61,Fr
62,Sep1y
63,Sat
64,Sep201
