line_number,cleaned_text
1,"$1,729"
2,"$1,343"
3,"$1,765"
4,"$1,486"
5,"$1,729"
6,"$1,547"
7,"$1,775"
8,"$1,633"
9,"$1,572"
10,"$1,765"
11,"$1,402"
12,"$1,907"
13,"$1,812"
14,"$1,806"
15,"$1,663"
16,"$1,192"
17,"$1,765"
18,"$t,272"
19,"$1,907"
20,"$t,272"
21,"$1,806"
22,"$1,918"
23,"$1,572"
24,"$1,918"
25,"$1,715"
26,"$1,715"
27,"$1,959"
28,"$1,704"
29,"$72,500"
30,"$1,568"
31,"$12,243"
32,"$1,729"
33,"$12,243"
34,"$1,775"
35,Fr
36,Sep1z
37,"$1,987"
38,"$$1,957"
39,"$1,953"
40,"$1,775"
41,"$1,775"
42,"$1,821"
43,"$1,724"
44,"$$1,565"
45,"$1,715"
