line_number,cleaned_text
1,Sun
2,Aug31
3,"AG3,508"
4,"$2,699"
5,"AGA,754"
6,"$2,412"
7,"AGA,754"
8,"$2,391"
9,"$24,471"
10,Moan
11,Sep1
12,"$1,733"
13,"$1,572"
14,"$1,911"
15,"$1,950"
16,"$2,123"
17,"$2,203"
18,Tue
19,Sep2
20,"$2,447"
21,"$1,572"
22,"$2,447"
23,"$1,877"
24,"AGZ,441"
25,"$1,762"
26,"$2,729"
27,Wed
28,Sep3
29,"$1,729"
30,"$1,572"
31,"$1,9N"
32,"$2,277"
33,w
34,Ge
35,F
36,z
37,"$2,134"
38,"$2,826"
39,Thu
40,Sep4
41,"$1,729"
42,"$1,911"
43,"$1,911"
44,"$1,877"
45,"$2,123"
46,"$1,762"
47,"$2,826"
48,Fri
49,Seps
50,"$1,775"
51,"$2,846"
52,"$2,290"
53,"$2,483"
54,"$3,325"
55,"$3,259"
56,"$2,612"
57,Sat
58,Sep6
59,"$1,733"
60,"$1,618"
61,"$1,957"
62,"$1,950"
63,"$3,482"
64,"$2,134"
65,"$2,770"
