line_number,cleaned_text
1,Sur
2,Sep14
3,"$1,918"
4,"$1,858"
5,"$2,301"
6,"$1,858"
7,"$2,301"
8,"Age,44s"
9,"$Z,445"
10,Mon
11,Sep15
12,"$1,402"
13,"$1,787"
14,"$2,288"
15,"AG1,S74"
16,"$2,306"
17,AgYAdg
18,Aguass
19,Tue
20,Sep14
21,"$1,918"
22,"$1,787"
23,"$2,272"
24,"$1,787"
25,"$2,301"
26,"$2,318"
27,"$2,314"
28,Wed
29,Sep17
30,"$1,918"
31,"$1,644"
32,"$2,301"
33,"$1,644"
34,"$2,301"
35,"$2,059"
36,Adz
37,Thu
38,Sep18
39,"$2,021"
40,"$1,858"
41,"$24,017"
42,"$1,858"
43,"$24,017"
44,"$2,273"
45,Fr
46,Sep19
47,"$2,164"
48,"$2,173"
49,"$1,953"
50,"$1,957"
51,"$2,218"
52,"$1,999"
53,"$2,035"
54,"$2,288"
55,"$1,574"
56,AgZ285
57,"$2,235"
58,"$2,261"
59,Sur
60,Sep21
61,Man
62,Sep22
63,Tue
64,Sep23
65,Ned
66,Sep24
67,The
68,Sep25
69,Fr
70,Sep2
71,Sat
72,Sep27
