line_number,cleaned_text
1,Sur
2,ug24
3,"$$1,918"
4,"$1,994"
5,"$$2,301"
6,"$2,002"
7,"$$2,301"
8,"$2,352"
9,"$2,479"
10,"$1,765"
11,"$1,841"
12,"$1,903"
13,"$1,907"
14,"$2,148"
15,"$2,290"
16,"$1,949"
17,Toe
18,Aug26
19,"$1,688"
20,"$1,736"
21,"$2,072"
22,"$1,727"
23,"$2,072"
24,"$2,077"
25,"$2,265"
26,Wed
27,ug27
28,"$1,998"
29,"$2,074"
30,"$2,341"
31,"$2,341"
32,"$2,341"
33,Thu
34,Aug28
35,"$1,572"
36,"$1,877"
37,"$1,572"
38,"$1,727"
39,"$2,461"
40,"$2,077"
41,"$2,479"
42,Fr
43,Aug29
44,"$1,618"
45,"$2,311"
46,"$1,618"
47,"$1,957"
48,"$1,999"
49,"$1,618"
50,"$2,156"
51,"$1,618"
52,"$2,271"
53,$Znse
54,Sur
55,Sep21
56,Mon
57,Sep22
58,ue
59,Sep22
60,Wed
61,Sen24
62,The
63,Sep25
64,Fr
65,Sep2
66,Sat
67,Sep27
