line_number,cleaned_text
1,"$2,402"
2,"$2,402"
3,"$2,402"
4,"$2,348"
5,"$2,964"
6,"$2,205"
7,"$$2,699"
8,"$2,339"
9,"$2,447"
10,AXLES
11,"$2,901"
12,"$$2,134"
13,"$2,636"
14,"$2,402"
15,"$2,442"
16,"$2,402"
17,"$2,277"
18,"$3,198"
19,"$$2,134"
20,"$$2,724"
21,"$2,402"
22,"$2,299"
23,"$2,402"
24,"$2,134"
25,$TI
26,"$$2,724"
27,hu
28,Sep18
29,"$2,523"
30,"$2,513"
31,"$2,523"
32,"$2,348"
33,"$3,222"
34,"$$2,205"
35,"$2,B05"
36,Fr
37,Sep12
38,$L3D
39,$LYS2
40,$L3D
41,"$2,979"
42,"$2,169"
43,"$3,020"
44,Sep
45,"$1,648"
46,"$2,235"
47,"$2,717"
48,$250
49,"$2,205"
50,"$2,999"
