line_number,cleaned_text
1,"$1,918"
2,"$1,994"
3,"$2,301"
4,"$$2,002"
5,"$2,301"
6,"$2,352"
7,"$$2,479"
8,$T265
9,"$1,841"
10,"$1,903"
11,"$1,907"
12,"$2,148"
13,"$2,290"
14,"$1,949"
15,"$17,346"
16,"$2,072"
17,AG727
18,"$2,072"
19,"$2,077"
20,"$2,265"
21,"AGS1,998"
22,"$2,074"
23,"$2,341"
24,"$2,341"
25,"$2,341"
26,h
27,Aug
28,"$1,572"
29,"$1,877"
30,"$1,572"
31,AGL227
32,"$2,461"
33,"$2,077"
34,"$2,479"
35,$A
36,"$2,311"
37,$A
38,"$1,957"
39,"$$1,999"
40,Aug20
41,$A
42,"$21,586"
43,$A
44,"$2,271"
