line_number,cleaned_text
1,"$2,347"
2,"$1,727"
3,"$2,347"
4,"$1,727"
5,"$2,347"
6,"$1,727"
7,"AG1L,452"
8,"$1,641"
9,"$1,907"
10,AGVAC2
11,"$1,907"
12,"$1,618"
13,"$1,618"
14,"$1,754"
15,"$1,192"
16,"$2,016"
17,"$1,192"
18,"$2,016"
19,"$1,192"
20,"$1,618"
21,"$1,900"
22,"$15,872"
23,"$1,725"
24,"$15,872"
25,"$1,907"
26,"$1,618"
27,"$1,618"
28,$
29,Ag
30,"1,192"
31,"1,725"
32,"1,192"
33,"1,907"
34,"1,192"
35,"$1,771"
36,"$2,048"
37,"$2,064"
38,"$1,771"
39,"$1,806"
40,"$1,806"
41,"$2,076"
42,"$1,817"
43,"$2,539"
44,"$1,740"
45,"$1,771"
46,"$,407"
47,"$1,953"
48,"$1,664"
49,"$1,664"
50,Septe
51,Sat
52,Sep12
