line_number,cleaned_text
1,Sur
2,Aug
3,"$2,968"
4,"$2,044"
5,"$2,984"
6,"$2,044"
7,Mon
8,Sen
9,"$1,402"
10,"$1,856"
11,"$1,572"
12,"AG1,S74"
13,"$2,855"
14,"$2,173"
15,"$1,953"
16,Tue
17,Sen2
18,"$1,572"
19,"$1,415"
20,"$1,572"
21,"$1,415"
22,"$2,306"
23,"$2,070"
24,"$2,479"
25,Wed
26,Sep3
27,"$1,572"
28,"$1,729"
29,"$1,572"
30,"$1,729"
31,"$2,403"
32,"$1,775"
33,"$1,771"
34,Thu
35,Sep4
36,"$1,729"
37,"$1,415"
38,"$1,907"
39,"$1,415"
40,"$2,403"
41,"$1,775"
42,"$1,771"
43,Fr
44,Sep5
45,"$1,775"
46,"$1,775"
47,"$2,189"
48,"$1,775"
49,"$2,189"
50,"$1,821"
51,"$1,817"
52,Sat
53,Sep6
54,"$1,402"
55,"$$1,775"
56,"$1,618"
57,"$1,574"
58,"$2,347"
59,"$1,821"
60,"$1,817"
61,Sur
62,Sep21
63,Man
64,Sep22
65,ue
66,Sep23
67,Wed
68,Sen24
69,The
70,Sep28
71,Fr
72,Sep2
73,Sat
74,Sep27
