line_number,cleaned_text
1,Sun
2,Sep14
3,"$19,188"
4,"$$1,858"
5,"$2,301"
6,"$$1,858"
7,"$2,301"
8,"$Z,44a3"
9,Man
10,Sep15
11,"$1,402"
12,"$1,787"
13,"$22,883"
14,"$1,574"
15,"$2,306"
16,$Z44e
17,Agags
18,Tue
19,Sep14
20,"$1,918"
21,"$1,787"
22,"$2,272"
23,"$1,787"
24,"$2,301"
25,"$2,318"
26,"$2,314"
27,Wed
28,Sep17
29,"$1,918"
30,"$1,644"
31,"$2,301"
32,"$1,644"
33,"$2,301"
34,"$2,059"
35,AGzZ495
36,Thu
37,Sep18
38,"$2,021"
39,"$1,858"
40,"$Z,40H"
41,"$1,858"
42,"$24,041"
43,"$2,273"
44,Fri
45,Sep
46,"$$2,164"
47,"$2,173"
48,"$1,953"
49,"$1,957"
50,"$2,218"
51,"$1,999"
52,"$$2,035"
53,"$2,288"
54,"$1,574"
55,AbzZ285
56,"$2,235"
57,"$2,261"
58,",O"
59,Sun
60,Sep21
61,Mon
62,Sep22
63,Tue
64,Sep23
65,Wed
66,Sep24
67,Thu
68,Sep25
69,Fri
70,Sep26
71,Sat
72,Sep27
