line_number,cleaned_text
1,Sun
2,Sep14
3,"$1,918"
4,"$1,858"
5,"$2,301"
6,"$1,858"
7,"$2,301"
8,"$2,443"
9,"$2,495"
10,Bod
11,Mon
12,Sep15
13,"$1,402"
14,"$1,787"
15,"$2,288"
16,"$1,574"
17,"$2,306"
18,"$2,442"
19,"$2,499"
20,Tue
21,Sep16
22,"$$1,918"
23,"$1,787"
24,"$2,272"
25,"$1,787"
26,"$2,301"
27,"$2,318"
28,"$2,314"
29,Wed
30,Sep17
31,"$$1,918"
32,"$1,644"
33,"$2,301"
34,"$1,644"
35,"$2,301"
36,"$2,059"
37,"$2,495"
38,Thu
39,Sep18
40,"$2,021"
41,"$1,858"
42,"$2,401"
43,"$1,858"
44,"$2,401"
45,"$2,273"
46,"$2,561"
47,Fri
48,Sep19
49,"$2,164"
50,"$2,173"
51,"$1,953"
52,"$1,957"
53,"$2,597"
54,"$2,218"
55,"$1,999"
56,Sat
57,Sep20
58,"$2,476"
59,"$2,035"
60,"$2,288"
61,"$1,574"
62,"$2,385"
63,"$2,235"
64,"$2,261"
65,Sun
66,Sep21
67,Sep22
68,Tue
69,Sep23
70,Wed
71,Sep24
72,Thu
73,Sep25
74,Fri
75,Sep26
76,Sat
77,Sep27
