line_number,cleaned_text
1,Sur
2,Auga4
3,"$2,402"
4,"$2,572"
5,"$2,402"
6,"$2,152"
7,"$3,437"
8,"$2,572"
9,"$2,724"
10,"$$1,907"
11,"$1,907"
12,"$$1,907"
13,"$2,531"
14,"$$3,284"
15,"$2,962"
16,"$2,571"
17,Toe
18,Aug26
19,"$2,173"
20,"$2,297"
21,"$2,173"
22,"$1,877"
23,"$3,207"
24,"$2,083"
25,"$2,495"
26,"$2,482"
27,"$2,724"
28,"$3,477"
29,"$3,491"
30,"$2,764"
31,Thu
32,Aug28
33,"$$2,602"
34,"$1,572"
35,"$$2,602"
36,"$11,877"
37,"$2,123"
38,"$2,297"
39,"$2,884"
40,Aug29
41,"$1,997"
42,"$1,618"
43,"$1,997"
44,"$2,961"
45,AGAAES
46,"$3,002"
47,"$2,431"
48,"$1,61B"
49,"$2,717"
50,"$2,647"
51,"$2,620"
52,"$2,999"
53,Mon
54,Sep2e
55,Met
56,Sat
57,Git4
