line_number,cleaned_text
1,Sus
2,Auge
3,"$1,727"
4,"$1,807"
5,"$1,807"
6,"$1,572"
7,"$1,572"
8,"$1,568"
9,"$1,402"
10,"$$1,907"
11,"$1,618"
12,"$1,987"
13,Tue
14,Sen2
15,"$1,572"
16,"$1,192"
17,"$1,568"
18,"$1,272"
19,"$2,192"
20,"$1,272"
21,"$2,003"
22,Wed
23,Sep3
24,"$1,572"
25,"$1,572"
26,"$1,568"
27,"$1,715"
28,"$1,729"
29,"$1,618"
30,"$1,775"
31,Thu
32,Sep4
33,"$1,729"
34,"$1,192"
35,"$1,907"
36,"$1,272"
37,"$1,729"
38,"$1,272"
39,"$1,775"
40,Fr
41,Sep5
42,"$1,775"
43,"$1,806"
44,"$1,806"
45,"$1,775"
46,"$1,775"
47,"$1,923"
48,"$1,821"
49,Sav
50,Sep6
51,"$1,618"
52,"$1,572"
53,"$1,614"
54,"$1,402"
55,"$1,775"
56,"$1,664"
57,"$1,821"
58,Man
59,Sep18
60,Tue
61,Sep16
62,Wed
63,Sepi7
64,The
65,Sep18
66,Fr
67,Seply
68,Sat
69,Sep20
