line_number,cleaned_text
1,"$2,347"
2,"$1,727"
3,"$2,347"
4,"$1,727"
5,"$2,347"
6,"$1,727"
7,"Ag1,4C2"
8,"$1,641"
9,"$1,907"
10,"AG1,402"
11,"$1,907"
12,"$1,618"
13,"$1,618"
14,"$1,754"
15,"$1,192"
16,"$2,016"
17,"$1,192"
18,"$2,016"
19,"$1,192"
20,"$1,618"
21,"$1,900"
22,"$15,872"
23,"$1,725"
24,"$15,872"
25,"$1,907"
26,"$1,618"
27,"$1,618"
28,Thu
29,Sep4
30,"$1,754"
31,"$1,192"
32,"$1,725"
33,"$1,192"
34,"$1,907"
35,"$1,192"
36,"$1,771"
37,Fr
38,Sep5
39,"$2,048"
40,"$2,064"
41,"$1,771"
42,"$1,806"
43,"$1,806"
44,"$2,076"
45,"$1,817"
46,"$2,839"
47,"$1,740"
48,"$$1,771"
49,"$1,402"
50,"$1,953"
51,"$1,664"
52,"$1,664"
53,Mion
54,SepB
55,Sep1Z
56,Sav
57,Sep12
