line_number,cleaned_text
1,"$1,729"
2,"$$1,343"
3,"$1,765"
4,"$1,486"
5,"$1,729"
6,"$1,547"
7,"$1,775"
8,"$$1,633"
9,"$1,572"
10,"$1,765"
11,"$1,402"
12,"$1,907"
13,"AG1,812"
14,"$1,806"
15,Toe
16,Sep9
17,"$1,663"
18,"$1,192"
19,"$1,765"
20,"$$1,272"
21,"$1,907"
22,"$$1,272"
23,"$1,806"
24,"$1,572"
25,"$1,918"
26,"$1,715"
27,"$1,715"
28,"$1,959"
29,"$1,704"
30,"$1,200"
31,"$1,568"
32,"$1,343"
33,"$1,729"
34,"$1,343"
35,"$1,775"
36,Fr
37,Sep12
38,"$$1,987"
39,"$1,957"
40,"$1,953"
41,"$1,775"
42,"$1,775"
43,"$1,821"
44,"$1,715"
45,Aged
