line_number,cleaned_text
1,"$,729"
2,"$2,213"
3,"$2,249"
4,"$2,048"
5,"$3,063"
6,"$12,905"
7,"$2,571"
8,$IN
9,"$1,I4"
10,"AG1,950"
11,"$2,119"
12,"$2,134"
13,"$2,571"
14,$LO
15,$IN
16,$LO
17,AGVB77
18,"$2,123"
19,"AG1,905"
20,"$2,438"
21,"$2,402"
22,"$2,123"
23,"$2,402"
24,"$2,277"
25,"$2,119"
26,"$2,134"
27,"$2,724"
28,"$1,572"
29,"$2,402"
30,"$1,905"
31,$762
32,"$2,724"
33,"$2,825"
34,"$2,865"
35,Sat
36,Sep12
37,"$1,897"
38,"$2,426"
39,"$2,545"
40,"$2,113"
41,"$2,988"
42,"$2,134"
43,"$$2,723"
44,uct3
45,Sat
46,Gat4
