line_number,cleaned_text
1,Sun
2,Sep21
3,"$2,248"
4,"$2,513"
5,"$2,402"
6,"$2,348"
7,"$2,205"
8,"$2,724"
9,"$1,648"
10,"$1,907"
11,"$$1,907"
12,"$1,B66"
13,"$2,119"
14,"$2,134"
15,"$2,495"
16,o
17,"$1,820"
18,$TON
19,"$1,911"
20,"$2,038"
21,"$2,123"
22,"$2,205"
23,"$2,495"
24,Wed
25,Sep24
26,"$1,816"
27,"$1,907"
28,"$1,907"
29,"$2,034"
30,"$2,119"
31,"$2,403"
32,"$2,495"
33,Thu
34,Sep28
35,"$1,788"
36,$IN
37,"$$1,11"
38,"$$1,957"
39,"$2,123"
40,"$2,377"
41,"$2,401"
42,Fr
43,Sep26
44,"$1,862"
45,"$1,953"
46,"$1,993"
47,"$2,080"
48,"$2,165"
49,"$2,449"
50,"$2,475"
51,Sav
52,Sep27
53,"$2,247"
54,"$1,957"
55,"$1,997"
56,"$1,906"
57,"$2,169"
58,"$2,275"
59,"$2,301"
60,Mon
61,Sep29
