line_number,cleaned_text
1,Sur
2,Augd4
3,"$1,918"
4,"$1,467"
5,"$1,918"
6,"$1,547"
7,"$2,147"
8,"$1,547"
9,"$1,959"
10,"$1,765"
11,"$1,765"
12,"$1,765"
13,"$1,841"
14,"$1,903"
15,"$1,882"
16,"$1,806"
17,"$1,192"
18,"$1,688"
19,"AG1,272"
20,"$1,918"
21,"AG1,272"
22,"$1,729"
23,"$19,983"
24,"$1,998"
25,"$19,983"
26,"$2,074"
27,"$2,115"
28,"$2,039"
29,Thu
30,Aug28
31,"$1,572"
32,"$1,192"
33,"$1,568"
34,"$17,272"
35,"$17,272"
36,"$2,158"
37,Aug29
38,"$1,618"
39,"$1,618"
40,"$1,614"
41,"$1,953"
42,"$1,664"
43,"$2,003"
44,"$1,618"
45,"$1,618"
46,"$1,614"
47,"$2,099"
48,"$1,664"
49,"$2,120"
