line_number,cleaned_text
1,Sun
2,Aug31
3,"$2,870"
4,"$1,727"
5,"$$2,968"
6,"$1,807"
7,"$2,870"
8,"$1,807"
9,"$3,030"
10,Mon
11,Sep1
12,"$1,572"
13,"$1,572"
14,"$$1,568"
15,"$1,402"
16,"$1,907"
17,"$1,618"
18,"$1,957"
19,Tue
20,Sep2
21,"$1,572"
22,"$1,192"
23,"$1,568"
24,"$1,272"
25,"$2,192"
26,"$1,272"
27,"$2,003"
28,Wed
29,Sep3
30,"$1,572"
31,"$1,572"
32,"$1,568"
33,"$1,715"
34,"$1,729"
35,"$1,618"
36,"$1,775"
37,Thu
38,Sep4
39,"$1,729"
40,"$1,192"
41,"$1,907"
42,"$1,272"
43,"$1,729"
44,"$1,272"
45,"$1,775"
46,Fri
47,Sep5
48,"$1,775"
49,"$1,806"
50,"$1,806"
51,"$1,775"
52,"$1,775"
53,"$1,923"
54,"$1,821"
55,Sat
56,Sep6
57,"$1,618"
58,"$1,572"
59,"$1,614"
60,"$1,402"
61,"$1,775"
62,"$1,664"
63,"$1,821"
64,Sun
65,Sep14
66,Mon
67,Sep15
68,Tue
69,Sep16
70,Wed
71,Sep17
72,Thu
73,Sep18
74,Fri
75,Sep19
76,Sat
77,Sep20
