line_number,cleaned_text
1,Sun
2,Aug31
3,"AG3,508"
4,"$2,699"
5,"AG3,756"
6,"$2,412"
7,"AG3,756"
8,"$2,391"
9,"$3,491"
10,Mon
11,Sep1
12,"$1,733"
13,"$1,572"
14,"$1,911"
15,"$1,950"
16,"$2,123"
17,"$2,203"
18,"$3,676"
19,Tue
20,Sep2
21,"$2,447"
22,"$1,572"
23,"$2,447"
24,"$1,877"
25,"AG3,441"
26,"$1,762"
27,"$2,729"
28,Wed
29,Sep3
30,"$1,729"
31,"$1,572"
32,"$1,911"
33,"$2,277"
34,"$3,446"
35,"$2,134"
36,"$2,826"
37,Thu
38,Sep4
39,"$1,729"
40,"$1,911"
41,"$1,911"
42,"$1,877"
43,"$2,123"
44,"$1,762"
45,"$2,826"
46,"$1,775,"
47,"$2,846"
48,"$2,290"
49,"$2,483"
50,"$$3,325"
51,"$3,259"
52,"$2,612"
53,Sat
54,Sep6
55,"$1,733"
56,"$1,618"
57,"$1,957"
58,"$1,950"
59,"$3,4B2"
60,"$2,134"
61,"$2,770"
62,Sun
63,Sep28
64,Mon
65,Sep29
66,Tue
67,Sep30
68,Wed
69,Oct1
70,Thu
71,Oct2
72,Octd
73,Sat
74,Oct4
