line_number,cleaned_text
1,Sun
2,Sep2
3,"$2,248"
4,"$2,513"
5,"$2,402"
6,"$2,348"
7,"$2,205"
8,"$2,724"
9,"$1,648"
10,"$1,907"
11,"$1,907"
12,$B4G
13,"$2,119"
14,"$2,134"
15,"$2,495"
16,"$1,820"
17,$TIN
18,"$1,9N1"
19,"$2,038"
20,"$2,123"
21,"$2,205"
22,"$2,495"
23,$I9O7
24,"$19,507"
25,"$2,034"
26,"$2,119"
27,"$2,403"
28,"$2,495"
29,Thu
30,Sep26
31,788
32,gegee
33,ia
34,2
35,"$,9S7"
36,"$2,123"
37,"$2,377"
38,"$2,401"
39,Fr
40,Sepef
41,"$$1,862"
42,"$1,953"
43,"$1,953"
44,"$2,080"
45,"$2,165"
46,"$2,449"
47,"$2,475"
48,epeP
49,"$2,247"
50,$19S7
51,"$19,957"
52,"$12,906"
53,"$2,169"
54,"$2,275"
55,"$2,301"
56,et
57,Sav
58,Gat4
